0.472956,0.381751
0.369265,0.351713
0.476602,0.352140
0.248313,0.308088
0.447943,0.414732
0.460971,0.339289
0.393221,0.339624
0.497876,0.409997
0.490730,0.397760
0.362469,0.355245
0.450911,0.420166
0.347362,0.331918
0.438189,0.387862
0.384478,0.345696
0.473143,0.401288
0.487191,0.394260
0.500176,0.339729
0.386925,0.246678
0.391958,0.344591
0.439938,0.416328
0.512688,0.403938
0.500262,0.397016
0.481533,0.391480
0.461526,0.383909
0.493621,0.387812
0.411822,0.358688
0.384579,0.396867
0.407788,0.373637
0.508747,0.407970
0.485006,0.364105
0.411012,0.402333
0.392191,0.345336
0.375754,0.271961
0.502552,0.398883
0.375457,0.320031
0.435143,0.383541
0.467814,0.347443
0.182989,0.245416
0.384559,0.398812
0.496233,0.396546
0.421463,0.349188
0.509484,0.420451
0.367060,0.360674
0.506510,0.409695
0.366572,0.280793
0.397576,0.301144
0.493876,0.395944
0.473449,0.409683
0.356120,0.354727
0.459172,0.404758
0.498395,0.405563
0.206129,0.339005
0.480618,0.338745
0.475657,0.405832
0.469555,0.380124
0.315151,0.162495
0.401335,0.355973
0.459758,0.359809
0.493651,0.394734
0.484636,0.387914
0.239642,0.392581
0.508029,0.418039
0.471057,0.392495
0.478237,0.417461
0.374369,0.397097
0.392537,0.386563
0.455289,0.310708
0.476451,0.365961
0.265990,0.335361
0.492132,0.399212
0.377533,0.349432
0.396795,0.362450
0.480930,0.409496
0.457746,0.428981
0.422392,0.389111
0.388407,0.356846
0.324264,0.279303
0.485090,0.378345
0.487435,0.330622
0.273096,0.370666
0.272757,0.278576
0.290759,0.256584
0.485952,0.391399
0.367018,0.310585
0.459607,0.379617
0.512569,0.426253
0.463420,0.352341
0.452819,0.298109
0.489515,0.373560
0.300685,0.321885
0.486889,0.400752
0.232784,0.038569
0.501162,0.422237
0.391293,0.384329
0.483517,0.375986
0.419459,0.355418
0.116097,0.265376
0.485476,0.417241
0.381639,0.374068
0.394926,0.363039
0.482090,0.398619
0.266280,0.195743
0.481275,0.401742
0.390170,0.320280
0.477478,0.367669
0.418405,0.373949
0.254526,0.192097
0.483015,0.364376
0.487075,0.399453
0.395122,0.352006
0.412639,0.403970
0.476364,0.366004
0.316225,0.314982
0.506881,0.421208
0.214733,0.306419
0.491945,0.392530
0.506147,0.418382
0.509484,0.422551
0.468882,0.380483
0.350907,0.317268
0.479149,0.416438
0.300584,0.215801
0.320831,0.366614
0.466595,0.407412
0.396251,0.401371
0.366992,0.327498
0.495530,0.405281
0.464654,0.372479
